Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.5634291269989562,0,1.0,0.897925010147047,Research & Development,0.6551724137931034,0.3804347826086956,Medical,0.4761904761904761,1.0,0.929784260522838,0.7222222222222222,0.1739130434782608,Laboratory Technician,1.0,Divorced,0.112972260455128,0.3243801644021227,0.0,No,0.44,0.75,0.5,0.025,0.3333333333333333,0.75,0.05,0.1111111111111111,0.0666666666666666,0.1379310344827586
0.4626820024602539,1,1.0,0.0686491121913563,Research & Development,0.8275862068965517,0.5869565217391304,Life Sciences,0.7380952380952381,1.0,0.4984590037345562,0.4444444444444445,0.1739130434782608,Laboratory Technician,0.7380952380952381,Single,0.112972260455128,0.479534568838256,0.5555555555555556,Yes,0.56,0.5,0.0,0.025,0.6666666666666666,0.75,0.1,0.1111111111111111,0.0,0.2068965517241379
0.4794731898833709,0,1.0,0.9266143843513264,Research & Development,0.7241379310344828,0.7934782608695652,Life Sciences,0.4761904761904761,0.0,0.5084898236598651,1.0,0.5869565217391304,Manufacturing Director,0.2142857142857142,Divorced,0.112972260455128,0.3776045327895,0.1111111111111111,No,0.44,0.75,0.5,0.025,0.1666666666666666,0.75,0.25,0.5,0.5333333333333333,0.5517241379310345
0.5298467521527221,0,1.0,0.2227796160845011,Research & Development,0.1724137931034483,0.3804347826086956,Life Sciences,0.2142857142857142,1.0,0.7993836014938225,1.0,0.1739130434782608,Research Scientist,0.4761904761904761,Divorced,0.112972260455128,0.5575377141575439,0.0,Yes,0.48,1.0,1.0,0.025,0.8333333333333334,0.5,0.15,0.1111111111111111,0.0,0.3448275862068966
0.3619348779215515,0,0.0,0.7491546228736243,Research & Development,0.5517241379310345,0.3804347826086956,Medical,1.0,1.0,0.9598767202987644,1.0,0.1739130434782608,Laboratory Technician,1.0,Divorced,0.112972260455128,0.2712669116063683,0.1111111111111111,Yes,0.52,0.5,1.0,0.025,0.3333333333333333,0.5,0.025,0.0,0.0,0.0
0.8826253000383047,0,1.0,0.8132002510761033,Sales,0.0689655172413793,0.7934782608695652,Life Sciences,0.7380952380952381,0.0,0.7793219616432047,0.4444444444444445,0.7934782608695652,Manager,1.0,Married,0.112972260455128,0.8156221949670395,0.2222222222222222,No,0.64,0.75,0.0,0.025,0.5,0.75,0.625,0.4444444444444444,0.2,0.4827586206896552
0.6311080858346722,0,1.0,0.2474638686208732,Research & Development,0.0689655172413793,0.5869565217391304,Life Sciences,1.0,1.0,0.4483049041080118,0.7222222222222222,0.1739130434782608,Research Scientist,1.0,Single,0.112972260455128,0.1594846264337136,0.5555555555555556,Yes,0.44,0.75,0.0,0.025,0.5,0.75,0.075,0.1111111111111111,0.0666666666666666,0.1379310344827586
0.3963586859112815,0,0.0,0.4489407406745047,Research & Development,0.3793103448275862,0.3804347826086956,Other,0.2142857142857142,0.0,0.9598767202987644,1.0,0.3804347826086956,Manufacturing Director,0.7380952380952381,Divorced,0.112972260455128,0.3048978973375713,0.0,No,0.72,1.0,0.5,0.025,0.8333333333333334,0.5,0.1,0.1111111111111111,0.0666666666666666,0.2068965517241379
0.5975724572741877,1,1.0,0.8125331091156608,Sales,0.3103448275862069,0.7934782608695652,Life Sciences,0.7380952380952381,1.0,0.8194452413444402,0.4444444444444445,0.1739130434782608,Sales Representative,0.2142857142857142,Single,0.112972260455128,0.2587478882835196,0.7777777777777778,No,0.92,0.5,0.0,0.025,0.6666666666666666,0.75,0.125,0.1666666666666666,0.0,0.2068965517241379
0.5640368287137034,0,1.0,0.2794866827221126,Research & Development,0.2413793103448276,0.7934782608695652,Life Sciences,0.2142857142857142,0.0,0.5285514635104829,0.7222222222222222,0.5869565217391304,Research Director,0.4761904761904761,Single,0.112972260455128,0.7886581447332116,0.0,No,0.44,0.75,0.0,0.025,0.6666666666666666,0.75,0.3,0.3333333333333333,0.1333333333333333,0.7586206896551724
0.346055243070555,0,1.0,0.260806707829723,Research & Development,0.5172413793103449,0.3804347826086956,Life Sciences,0.7380952380952381,1.0,0.9598767202987644,0.7222222222222222,0.1739130434782608,Research Scientist,1.0,Single,0.112972260455128,0.7141366212847751,0.1111111111111111,No,0.56,1.0,0.0,0.025,1.0,0.75,0.0,0.0,0.0,0.0
0.5641528803176119,1,1.0,0.4662864316460094,Research & Development,0.2068965517241379,0.1739130434782608,Medical,0.4761904761904761,1.0,0.829476061269749,0.7222222222222222,0.1739130434782608,Research Scientist,0.2142857142857142,Single,0.112972260455128,0.6334296632359963,0.2222222222222222,No,0.44,0.75,0.0,0.025,0.3333333333333333,0.75,0.1,0.1111111111111111,0.0666666666666666,0.2068965517241379
0.8826565447008955,0,1.0,0.85523019458398,Research & Development,0.1724137931034483,0.5869565217391304,Other,0.7380952380952381,0.0,0.5787055631370273,0.7222222222222222,1.0,Manager,0.7380952380952381,Divorced,0.112972260455128,0.3976053392816251,0.4444444444444444,No,0.44,1.0,0.5,0.025,0.5,0.5,0.35,0.7222222222222222,0.2666666666666666,0.5517241379310345
0.530626178803582,1,0.5,0.7504889067945093,Research & Development,0.5517241379310345,0.1739130434782608,Life Sciences,0.4761904761904761,0.0,0.7191370420913514,0.1666666666666666,0.1739130434782608,Research Scientist,0.2142857142857142,Single,0.112972260455128,0.1733740753865783,0.1111111111111111,Yes,0.88,0.5,0.0,0.025,0.8333333333333334,0.75,0.25,0.1111111111111111,0.4,0.4827586206896552
0.6982596863737313,0,1.0,0.4609492959624695,Sales,0.2758620689655172,0.7934782608695652,Marketing,0.7380952380952381,1.0,0.4783973638839384,0.7391304347826088,0.3804347826086956,Sales Executive,0.4761904761904761,Married,0.112972260455128,0.7842135210682949,0.0,No,0.44,1.0,0.5,0.025,0.3333333333333333,0.75,0.225,0.3888888888888889,0.2666666666666666,0.1379310344827586
0.7317863878877612,0,1.0,0.3181809164277769,Research & Development,0.2413793103448276,0.7934782608695652,Medical,0.2142857142857142,0.0,0.4182124443320852,0.4782608695652173,0.5869565217391304,Healthcare Representative,1.0,Married,0.112972260455128,0.0775553968770827,0.3333333333333333,No,0.56,1.0,0.5,0.025,0.6666666666666666,0.75,0.55,0.3333333333333333,0.3333333333333333,1.0
0.765313089401791,0,1.0,0.4702892834086643,Sales,0.0689655172413793,0.7934782608695652,Marketing,0.4761904761904761,0.0,0.829476061269749,0.7391304347826088,1.0,Manager,0.2142857142857142,Single,0.112972260455128,0.8452901219087375,0.3333333333333333,No,0.48,1.0,0.0,0.025,0.3333333333333333,0.5,0.05,0.1111111111111111,0.1333333333333333,0.0689655172413793
0.5473895295605969,0,1.0,0.6163933727455693,Research & Development,0.0689655172413793,0.5869565217391304,Medical,0.7380952380952381,1.0,0.7793219616432047,0.7391304347826088,0.1739130434782608,Laboratory Technician,1.0,Single,0.112972260455128,0.2470440240083133,0.4444444444444444,No,0.44,1.0,0.0,0.025,0.5,0.75,0.025,0.0555555555555555,0.0,0.0
0.7317863878877612,0,1.0,0.9733143215823004,Research & Development,0.3448275862068966,0.7934782608695652,Other,1.0,1.0,0.4081816244067763,0.7391304347826088,0.3804347826086956,Healthcare Representative,1.0,Married,0.112972260455128,0.708210577064169,0.2222222222222222,Yes,0.52,1.0,0.0,0.025,0.8333333333333334,1.0,0.1,0.1111111111111111,0.0666666666666666,0.2068965517241379
0.497099477289552,0,1.0,0.083346946352021,Research & Development,0.3103448275862069,0.3804347826086956,Medical,1.0,1.0,0.829476061269749,0.4782608695652173,0.1739130434782608,Laboratory Technician,0.7380952380952381,Single,0.112972260455128,0.5969468773308311,0.1111111111111111,No,0.52,0.25,0.0,0.025,0.8333333333333334,0.75,0.25,0.0,0.0666666666666666,0.5517241379310345
0.6479696341026865,1,1.0,0.5970462558927371,Sales,0.1724137931034483,0.5869565217391304,Technical Degree,1.0,1.0,0.5586439232864094,0.7391304347826088,0.3804347826086956,Sales Representative,1.0,Married,0.112972260455128,0.1235205757357826,0.3333333333333333,No,0.56,0.75,0.5,0.025,1.0,1.0,0.025,0.0,0.0,0.0
0.3965193727474625,1,1.0,0.542340615136453,Research & Development,0.0344827586206896,0.5869565217391304,Medical,0.4761904761904761,1.0,0.6087980229129538,0.7391304347826088,0.1739130434782608,Research Scientist,1.0,Married,0.112972260455128,0.1118534434401763,0.2222222222222222,Yes,0.64,0.25,0.5,0.025,0.3333333333333333,0.5,0.05,0.0,0.1333333333333333,0.0
0.7150230371307462,0,1.0,0.8492259169399976,Research & Development,0.0689655172413793,0.3804347826086956,Medical,1.0,0.0,0.7191370420913514,1.0,0.1739130434782608,Research Scientist,0.7380952380952381,Divorced,0.112972260455128,0.8119924967222293,0.1111111111111111,No,0.48,1.0,1.0,0.025,0.5,0.5,0.125,0.1666666666666666,0.0666666666666666,0.2758620689655172
0.8323664924298507,1,1.0,0.5797005649212325,Sales,0.1034482758620689,0.3804347826086956,Marketing,0.2142857142857142,1.0,0.8595685210456757,0.4782608695652173,0.1739130434782608,Sales Representative,0.7380952380952381,Married,0.112972260455128,0.1411138704672525,0.1111111111111111,Yes,0.56,0.75,0.0,0.025,0.3333333333333333,0.75,0.075,0.1111111111111111,0.0,0.1379310344827586
0.5809162310746268,0,1.0,0.5937105460905246,Sales,0.0689655172413793,0.5869565217391304,Marketing,1.0,0.0,0.9699075402240732,0.7391304347826088,0.1739130434782608,Sales Representative,1.0,Married,0.112972260455128,0.3587892244395651,0.1111111111111111,No,0.52,0.25,0.0,0.025,0.5,0.75,0.05,0.1111111111111111,0.1333333333333333,0.1379310344827586
0.5976795818316417,0,1.0,0.5683591515937101,Research & Development,0.1724137931034483,0.7934782608695652,Life Sciences,0.4761904761904761,0.0,0.8194452413444402,0.4782608695652173,0.1739130434782608,Research Scientist,0.2142857142857142,Married,0.112972260455128,0.4841645984733031,1.0,Yes,0.56,1.0,0.5,0.025,0.5,1.0,0.025,0.0555555555555555,0.0,0.0
0.5473895295605969,0,0.5,0.7611631781615892,Sales,0.0344827586206896,0.5869565217391304,Life Sciences,0.7380952380952381,0.0,0.4182124443320852,1.0,0.3804347826086956,Sales Executive,0.2142857142857142,Married,0.112972260455128,0.1182611065739537,0.2222222222222222,No,0.76,0.25,1.0,0.025,0.5,0.75,0.125,0.1666666666666666,0.0666666666666666,0.2068965517241379
0.5809162310746268,0,1.0,0.3095080709420246,Research & Development,0.1379310344827586,0.3804347826086956,Other,0.7380952380952381,1.0,0.7492295018672781,0.7391304347826088,0.1739130434782608,Laboratory Technician,1.0,Divorced,0.112972260455128,0.404087328558697,0.1111111111111111,No,0.48,0.75,0.5,0.025,0.5,0.75,0.025,0.0,0.0,0.0
0.4468094250185073,0,1.0,0.8272102322453955,Research & Development,0.0689655172413793,0.7934782608695652,Life Sciences,1.0,0.0,0.3279350650043053,0.7391304347826088,0.1739130434782608,Laboratory Technician,0.2142857142857142,Divorced,0.112972260455128,0.7302114551073124,0.1111111111111111,No,0.52,1.0,0.5,0.025,1.0,0.75,0.025,0.0,0.0,0.0
0.4300460742614924,1,1.0,0.9052658416171666,Research & Development,0.8620689655172413,0.5869565217391304,Life Sciences,0.2142857142857142,1.0,0.4783973638839384,0.217391304347826,0.1739130434782608,Laboratory Technician,0.7380952380952381,Single,0.112972260455128,0.3910497711997973,0.1111111111111111,No,0.48,0.75,0.0,0.025,0.3333333333333333,0.5,0.025,0.0,0.0,0.0689655172413793
0.4468094250185073,0,0.5,0.6630933099765435,Sales,0.2758620689655172,0.5869565217391304,Life Sciences,1.0,1.0,0.3680583447055408,0.7391304347826088,0.5869565217391304,Sales Executive,0.7380952380952381,Single,0.112972260455128,0.1101867102550897,0.1111111111111111,No,0.6,1.0,0.0,0.025,0.0,0.75,0.225,0.4444444444444444,0.0666666666666666,0.4827586206896552
0.497099477289552,0,0.5,0.4809635547757441,Research & Development,0.0344827586206896,0.3804347826086956,Medical,0.7380952380952381,0.0,0.5787055631370273,0.7391304347826088,0.3804347826086956,Laboratory Technician,1.0,Single,0.112972260455128,0.3993093600947821,0.1111111111111111,No,0.92,1.0,0.0,0.025,0.3333333333333333,0.75,0.3,0.4444444444444444,0.2,0.4827586206896552
0.6814963356167164,1,1.0,0.907267267498494,Research & Development,0.4137931034482758,0.5869565217391304,Technical Degree,0.4761904761904761,0.0,0.4884281838092473,0.7391304347826088,1.0,Research Director,0.7380952380952381,Married,0.112972260455128,0.602984155312367,0.1111111111111111,No,0.48,1.0,0.0,0.025,0.0,0.75,0.55,0.8333333333333334,1.0,0.5517241379310345
0.5641528803176119,0,0.0,0.7104603891679601,Sales,0.7931034482758621,0.7934782608695652,Marketing,0.4761904761904761,1.0,0.7191370420913514,0.7391304347826088,0.3804347826086956,Sales Executive,0.7380952380952381,Single,0.112972260455128,0.3716415892223442,0.0,No,0.8,0.75,0.0,0.025,0.3333333333333333,0.75,0.225,0.2777777777777778,0.5333333333333333,0.4827586206896552
0.6144429325886567,0,1.0,0.2721481211572453,Research & Development,0.6551724137931034,0.3804347826086956,Life Sciences,0.4761904761904761,1.0,0.7291678620166603,0.7391304347826088,0.1739130434782608,Research Scientist,0.4761904761904761,Married,0.112972260455128,0.3787900226606046,0.4444444444444444,No,0.84,0.25,0.0,0.025,0.1666666666666666,0.75,0.025,0.0,0.0,0.0
0.765313089401791,0,0.5,0.8078631153925634,Sales,0.1724137931034483,0.7934782608695652,Marketing,0.2142857142857142,1.0,0.9799383601493824,0.7391304347826088,0.3804347826086956,Sales Executive,1.0,Single,0.112972260455128,0.7572495712209398,0.4444444444444444,Yes,0.84,0.75,0.0,0.025,0.6666666666666666,0.75,0.225,0.3333333333333333,0.0,0.5517241379310345
0.5809162310746268,0,1.0,0.8198716706805281,Research & Development,0.2758620689655172,0.1739130434782608,Life Sciences,1.0,1.0,0.3580275247802319,1.0,0.1739130434782608,Laboratory Technician,1.0,Married,0.112972260455128,0.1811895439397797,0.1111111111111111,No,0.76,1.0,0.0,0.025,0.3333333333333333,0.75,0.025,0.0,0.0,0.0689655172413793
0.7988397909158208,1,1.0,0.4175850685337077,Research & Development,0.0344827586206896,0.3804347826086956,Life Sciences,0.2142857142857142,1.0,0.9799383601493824,0.4782608695652173,0.5869565217391304,Laboratory Technician,0.7380952380952381,Single,0.112972260455128,0.7146182401979465,1.0,Yes,0.52,1.0,0.0,0.025,0.3333333333333333,0.75,0.025,0.0,0.0,0.0
0.4635727757755222,1,1.0,0.9566357725712382,Research & Development,0.1724137931034483,0.7934782608695652,Technical Degree,0.7380952380952381,1.0,0.4984590037345562,0.7391304347826088,0.1739130434782608,Laboratory Technician,0.7380952380952381,Single,0.112972260455128,0.4140506891539926,0.1111111111111111,Yes,0.52,0.75,0.0,0.025,0.5,0.5,0.05,0.1111111111111111,0.1333333333333333,0.1379310344827586
0.7317863878877612,0,1.0,0.9926614384351328,Sales,0.0344827586206896,1.0,Marketing,0.4761904761904761,0.0,0.7492295018672781,0.7391304347826088,0.3804347826086956,Sales Executive,0.2142857142857142,Divorced,0.112972260455128,0.1484845349968578,0.5555555555555556,Yes,0.84,0.75,0.5,0.025,0.3333333333333333,0.5,0.1,0.1666666666666666,0.0666666666666666,0.2068965517241379
0.5809162310746268,0,0.0,0.7318089319021197,Research & Development,0.3793103448275862,0.3804347826086956,Medical,0.7380952380952381,1.0,0.7893527815685136,0.4782608695652173,0.5869565217391304,Healthcare Representative,0.2142857142857142,Married,0.112972260455128,0.3074908808541213,0.2222222222222222,Yes,0.52,0.75,0.5,0.025,0.5,0.75,0.1,0.0,0.1333333333333333,0.2068965517241379
0.4300460742614924,0,1.0,0.9626400502152208,Sales,0.7931034482758621,0.5869565217391304,Marketing,0.7380952380952381,0.0,0.4683665439586296,0.4782608695652173,0.3804347826086956,Sales Executive,1.0,Married,0.112972260455128,0.7939547398080696,0.7777777777777778,Yes,0.76,0.75,0.5,0.025,0.3333333333333333,0.5,0.05,0.1111111111111111,0.0,0.0
0.5473895295605969,0,0.5,0.3435323109245915,Research & Development,0.0344827586206896,0.3804347826086956,Life Sciences,0.2142857142857142,0.0,0.9799383601493824,0.7391304347826088,0.5869565217391304,Research Director,1.0,Single,0.112972260455128,0.5609824790481842,0.1111111111111111,Yes,0.48,0.75,0.0,0.025,0.1666666666666666,0.75,0.375,0.7777777777777778,0.5333333333333333,0.8275862068965517
0.5809162310746268,0,0.5,0.5690262935541526,Sales,0.6206896551724138,1.0,Life Sciences,0.4761904761904761,1.0,0.7091062221660426,0.7391304347826088,0.5869565217391304,Sales Executive,0.2142857142857142,Married,0.112972260455128,0.4085689889008188,0.1111111111111111,No,0.88,1.0,0.5,0.025,0.5,0.5,0.225,0.4444444444444444,0.0666666666666666,0.5517241379310345
0.5809162310746268,0,1.0,0.7618303201220317,Research & Development,0.7931034482758621,0.7934782608695652,Medical,0.7380952380952381,0.0,0.2978426052283786,0.7391304347826088,0.1739130434782608,Laboratory Technician,0.2142857142857142,Married,0.112972260455128,0.5926874480800541,0.3333333333333333,Yes,0.6,0.75,0.5,0.025,0.5,0.75,0.05,0.1111111111111111,0.1333333333333333,0.1379310344827586
0.513862828046567,0,1.0,0.4369321853865399,Research & Development,0.2413793103448276,0.7934782608695652,Life Sciences,1.0,1.0,0.4784465917411846,0.7391304347826088,0.3804347826086956,Laboratory Technician,1.0,Divorced,0.112972260455128,0.3529001005189257,0.3333333333333333,No,0.88,1.0,0.5,0.025,0.5,0.5,0.175,0.3888888888888889,0.0666666666666666,0.4827586206896552
0.6144429325886567,0,1.0,0.7438174871900844,Research & Development,0.0344827586206896,0.7934782608695652,Life Sciences,0.2142857142857142,1.0,0.508536211448424,0.4782608695652173,0.3804347826086956,Manufacturing Director,0.7380952380952381,Divorced,0.112972260455128,0.0995936949009836,0.1111111111111111,No,0.72,0.75,0.5,0.025,0.3333333333333333,1.0,0.175,0.2777777777777778,0.0,0.4827586206896552
0.530626178803582,0,1.0,0.2848238184056526,Research & Development,0.0344827586206896,0.5869565217391304,Medical,0.2142857142857142,1.0,0.3279984932049878,0.7391304347826088,0.3804347826086956,Manufacturing Director,1.0,Married,0.112972260455128,0.4028650575563002,0.1111111111111111,Yes,0.88,0.5,0.5,0.025,0.5,0.75,0.225,0.4444444444444444,0.4666666666666667,0.5517241379310345
0.6312062833456715,0,0.5,0.4355979014656549,Research & Development,1.0,1.0,Life Sciences,1.0,0.0,0.4985063382126775,0.7391304347826088,0.3804347826086956,Laboratory Technician,1.0,Single,0.112972260455128,0.2020792665261987,0.1111111111111111,No,0.44,1.0,0.0,0.025,0.3333333333333333,0.75,0.25,0.1666666666666666,0.6,0.6206896551724138
0.8323664924298507,0,1.0,0.659757600174331,Research & Development,0.2413793103448276,0.3804347826086956,Medical,0.4761904761904761,0.0,0.4282972255624523,0.4782608695652173,1.0,Research Director,0.7380952380952381,Divorced,0.112972260455128,0.618577370221733,0.5555555555555556,Yes,0.48,1.0,0.5,0.025,0.3333333333333333,0.5,0.675,0.1666666666666666,0.8666666666666667,0.5517241379310345
0.983236649242985,0,1.0,0.9573029145316808,Sales,0.8620689655172413,0.5869565217391304,Life Sciences,0.2142857142857142,0.0,0.9899701267642536,0.7391304347826088,0.5869565217391304,Sales Executive,0.2142857142857142,Single,0.112972260455128,0.0871857923008943,0.7777777777777778,No,0.44,1.0,0.0,0.025,0.5,0.5,0.525,0.8888888888888888,0.4666666666666667,0.6206896551724138
0.5976795818316417,0,1.0,0.8158688189178732,Research & Development,0.2758620689655172,0.5869565217391304,Technical Degree,0.7380952380952381,0.0,0.5887751973343955,0.7391304347826088,0.5869565217391304,Healthcare Representative,0.7380952380952381,Divorced,0.112972260455128,0.3037870293317066,0.1111111111111111,No,0.52,0.5,0.5,0.025,0.3333333333333333,0.75,0.425,0.7777777777777778,0.8,0.5517241379310345
0.9161832462149252,0,1.0,0.5576848802266303,Research & Development,0.2758620689655172,0.5869565217391304,Medical,1.0,0.0,0.3279984932049878,0.7391304347826088,0.7934782608695652,Manager,0.7380952380952381,Divorced,0.112972260455128,0.7307670328356746,0.2222222222222222,Yes,0.56,0.75,0.5,0.025,0.3333333333333333,0.75,0.125,0.0,0.0,0.1379310344827586
0.5976795818316417,0,0.5,0.7971888440254835,Research & Development,0.3793103448275862,0.5869565217391304,Life Sciences,0.4761904761904761,1.0,0.9498506338212678,0.4782608695652173,0.3804347826086956,Manufacturing Director,0.4761904761904761,Single,0.112972260455128,0.8391417283815291,0.1111111111111111,No,0.52,0.75,0.0,0.025,0.5,0.75,0.15,0.2777777777777778,0.0,0.2068965517241379
0.748549738644776,0,1.0,0.8932572863292019,Research & Development,0.2413793103448276,0.5869565217391304,Life Sciences,0.4761904761904761,1.0,0.5887751973343955,0.7391304347826088,0.5869565217391304,Research Scientist,0.2142857142857142,Divorced,0.112972260455128,0.6958397129793039,0.2222222222222222,No,0.68,0.75,0.5,0.025,0.3333333333333333,0.75,0.025,0.0,0.0,0.0
0.5809162310746268,0,0.5,0.4429364630305223,Research & Development,0.0344827586206896,0.5869565217391304,Medical,0.4761904761904761,1.0,0.7893726620493245,0.7391304347826088,0.1739130434782608,Research Scientist,0.2142857142857142,Married,0.112972260455128,0.2173391347985473,0.4444444444444444,No,0.52,1.0,0.5,0.025,0.3333333333333333,0.5,0.075,0.1111111111111111,0.0666666666666666,0.1379310344827586
0.5976795818316417,1,1.0,0.2121053447174213,Research & Development,0.3103448275862069,0.5869565217391304,Medical,0.2142857142857142,1.0,0.7893726620493245,0.4782608695652173,0.1739130434782608,Research Scientist,0.7380952380952381,Married,0.112972260455128,0.8065848734995038,0.0,Yes,0.68,0.25,0.5,0.025,0.0,0.5,0.025,0.0,0.0,0.0
0.983236649242985,0,0.5,0.8172031028387582,Sales,0.0344827586206896,0.1739130434782608,Life Sciences,0.2142857142857142,0.0,0.5687154508629026,0.4782608695652173,0.3804347826086956,Sales Executive,0.7380952380952381,Single,0.112972260455128,0.9136632210125132,0.7777777777777778,No,0.44,1.0,0.0,0.025,0.3333333333333333,0.5,0.1,0.1666666666666666,0.0666666666666666,0.2068965517241379
